city,city_ascii,lat,lng,country,iso2,iso3,capital,admin_name,population,id
Ortigueira,Ortigueira,-24.2078,-50.9489,Brazil,BR,BRA,Paraná,,23380.0,1076897299
Palmeiras de Goiás,Palmeiras de Goias,-16.805,-49.9258,Brazil,BR,BRA,Goiás,,23338.0,1076618499
Taquarituba,Taquarituba,-23.5328,-49.2439,Brazil,BR,BRA,São Paulo,,23256.0,1076078451
Iguaba Grande,Iguaba Grande,-22.8389,-42.2289,Brazil,BR,BRA,Rio de Janeiro,,22851.0,1076198023
Teodoro Sampaio,Teodoro Sampaio,-22.5328,-52.1678,Brazil,BR,BRA,São Paulo,,23273.0,1076720221
Alcobaça,Alcobaca,-17.5189,-39.1958,Brazil,BR,BRA,Bahia,,23282.0,1076035694
Riachão das Neves,Riachao das Neves,-11.7458,-44.91,Brazil,BR,BRA,Bahia,,23264.0,1076225070
Tambaú,Tambau,-21.705,-47.2739,Brazil,BR,BRA,São Paulo,,23214.0,1076693852
Senador Guiomard,Senador Guiomard,-10.1497,-67.7374,Brazil,BR,BRA,Acre,,23236.0,1076352899
Ibiá,Ibia,-19.4778,-46.5389,Brazil,BR,BRA,Minas Gerais,,23218.0,1076749050
Itaporã,Itapora,-22.0789,-54.7889,Brazil,BR,BRA,Mato Grosso do Sul,,23220.0,1076866825
Coração de Maria,Coracao de Maria,-12.2328,-38.75,Brazil,BR,BRA,Bahia,,23146.0,1076552698
Guaraí,Guarai,-8.8339,-48.51,Brazil,BR,BRA,Tocantins,,23200.0,1076025725
Areia,Areia,-6.9628,-35.6919,Brazil,BR,BRA,Paraíba,,23110.0,1076995315
Santa Maria do Pará,Santa Maria do Para,-1.3519,-47.5758,Brazil,BR,BRA,Pará,,23026.0,1076556798
Conceição das Alagoas,Conceicao das Alagoas,-19.915,-48.3878,Brazil,BR,BRA,Minas Gerais,,23043.0,1076552026
Orobó,Orobo,-7.745,-35.6019,Brazil,BR,BRA,Pernambuco,,22878.0,1076292886
Pirenópolis,Pirenopolis,-15.8519,-48.9589,Brazil,BR,BRA,Goiás,,23006.0,1076563560
Araçariguama,Aracariguama,-23.4386,-47.0614,Brazil,BR,BRA,São Paulo,,22860.0,1076653796
Soure,Soure,-0.7169,-48.5228,Brazil,BR,BRA,Pará,,23001.0,1076147572
Itaocara,Itaocara,-21.6789,-42.0819,Brazil,BR,BRA,Rio de Janeiro,,22899.0,1076973020
Espera Feliz,Espera Feliz,-20.65,-41.9069,Brazil,BR,BRA,Minas Gerais,,22856.0,1076630023
São Sebastião da Boa Vista,Sao Sebastiao da Boa Vista,-1.7178,-49.5408,Brazil,BR,BRA,Pará,,22904.0,1076028346
Mutuípe,Mutuipe,-13.2289,-39.505,Brazil,BR,BRA,Bahia,,22833.0,1076000638
Buriti Bravo,Buriti Bravo,-5.8369,-43.8339,Brazil,BR,BRA,Maranhão,,22899.0,1076262362
Conceição da Feira,Conceicao da Feira,-12.5058,-38.9989,Brazil,BR,BRA,Bahia,,22762.0,1076395046
Ecoporanga,Ecoporanga,-18.3728,-40.8308,Brazil,BR,BRA,Espírito Santo,,22835.0,1076291520
Itambacuri,Itambacuri,-18.0364,-41.683,Brazil,BR,BRA,Minas Gerais,,22809.0,1076323547
Chaves,Chaves,-0.16,-49.9878,Brazil,BR,BRA,Pará,,22821.0,1076482622
Itaparica,Itaparica,-12.8878,-38.6789,Brazil,BR,BRA,Bahia,,22615.0,1076639827
Cachoeira do Arari,Cachoeira do Arari,-1.0108,-48.9628,Brazil,BR,BRA,Pará,,22786.0,1076292118
Agrestina,Agrestina,-8.45,-35.95,Brazil,BR,BRA,Pernambuco,,22679.0,1076512287
Oliveira dos Brejinhos,Oliveira dos Brejinhos,-12.3169,-42.8958,Brazil,BR,BRA,Bahia,,22774.0,1076923541
Lagoa Grande,Lagoa Grande,-8.9969,-40.2719,Brazil,BR,BRA,Pernambuco,,22760.0,1076319673
Iracemápolis,Iracemapolis,-22.5808,-47.5189,Brazil,BR,BRA,São Paulo,,22557.0,1076095020
Bambuí,Bambui,-20.0058,-45.9769,Brazil,BR,BRA,Minas Gerais,,22734.0,1076477568
Dom Pedro,Dom Pedro,-5.0328,-44.4358,Brazil,BR,BRA,Maranhão,,22681.0,1076482404
Buritis,Buritis,-15.6178,-46.4228,Brazil,BR,BRA,Minas Gerais,,22737.0,1076783642
Pinheiral,Pinheiral,-22.5128,-44.0008,Brazil,BR,BRA,Rio de Janeiro,,22719.0,1076878276
Alta Floresta D’Oeste,Alta Floresta D'Oeste,-11.9283,-61.995,Brazil,BR,BRA,Rondônia,,22728.0,1076909732
Forquilhinha,Forquilhinha,-28.7469,-49.4719,Brazil,BR,BRA,Santa Catarina,,22548.0,1076176111
Tocantinópolis,Tocantinopolis,-6.3289,-47.4158,Brazil,BR,BRA,Tocantins,,22619.0,1076917053
Bom Jesus,Bom Jesus,-9.0739,-44.3589,Brazil,BR,BRA,Piauí,,22629.0,1076937557
Umbaúba,Umbauba,-11.3828,-37.6578,Brazil,BR,BRA,Sergipe,,22434.0,1076584847
Quaraí,Quarai,-30.3878,-56.4508,Brazil,BR,BRA,Rio Grande do Sul,,22607.0,1076203994
Paraopeba,Paraopeba,-19.2739,-44.4039,Brazil,BR,BRA,Minas Gerais,,22563.0,1076363838
Goianinha,Goianinha,-6.2669,-35.21,Brazil,BR,BRA,Rio Grande do Norte,,22481.0,1076687499
Wenceslau Guimarães,Wenceslau Guimaraes,-13.6869,-39.4789,Brazil,BR,BRA,Bahia,,22530.0,1076558308
Caravelas,Caravelas,-17.7319,-39.2658,Brazil,BR,BRA,Bahia,,22548.0,1076667484
Cruz,Cruz,-2.9178,-40.1719,Brazil,BR,BRA,Ceará,,22479.0,1076550734
Barra Velha,Barra Velha,-26.6319,-48.685,Brazil,BR,BRA,Santa Catarina,,22386.0,1076273407
Santo Antônio de Posse,Santo Antonio de Posse,-22.6058,-46.9189,Brazil,BR,BRA,São Paulo,,22389.0,1076962973
Ibatiba,Ibatiba,-20.2364,-41.5092,Brazil,BR,BRA,Espírito Santo,,22366.0,1076060126
Boquira,Boquira,-12.8228,-42.7308,Brazil,BR,BRA,Bahia,,22429.0,1076113400
Juatuba,Juatuba,-19.9519,-44.3428,Brazil,BR,BRA,Minas Gerais,,22202.0,1076016491
Palmas de Monte Alto,Palmas de Monte Alto,-14.2669,-43.1619,Brazil,BR,BRA,Bahia,,22416.0,1076381491
Barra da Estiva,Barra da Estiva,-13.6258,-41.3269,Brazil,BR,BRA,Bahia,,22394.0,1076633859
Santa Isabel do Rio Negro,Santa Isabel do Rio Negro,-0.4139,-65.0189,Brazil,BR,BRA,Amazonas,,22404.0,1076252354
Goiás,Goias,-15.9339,-50.14,Brazil,BR,BRA,Goiás,,22381.0,1076649363
Guaratinga,Guaratinga,-16.5839,-39.7828,Brazil,BR,BRA,Bahia,,22355.0,1076729766
Caraí,Carai,-17.1889,-41.695,Brazil,BR,BRA,Minas Gerais,,22343.0,1076396807
Colorado,Colorado,-22.8378,-51.9728,Brazil,BR,BRA,Paraná,,22345.0,1076860546
Irauçuba,Iraucuba,-3.7458,-39.7828,Brazil,BR,BRA,Ceará,,22324.0,1076060392
São João do Paraíso,Sao Joao do Paraiso,-15.3139,-42.0139,Brazil,BR,BRA,Minas Gerais,,22319.0,1076830423
Feira Grande,Feira Grande,-9.9,-36.6778,Brazil,BR,BRA,Alagoas,,22178.0,1076009834
Ituporanga,Ituporanga,-27.4139,-49.6008,Brazil,BR,BRA,Santa Catarina,,22250.0,1076063095
Tupanciretã,Tupancireta,-29.0808,-53.8358,Brazil,BR,BRA,Rio Grande do Sul,,22281.0,1076364387
São Miguel,Sao Miguel,-6.2119,-38.4969,Brazil,BR,BRA,Rio Grande do Norte,,22157.0,1076653158
Santo Antônio,Santo Antonio,-6.3108,-35.4789,Brazil,BR,BRA,Rio Grande do Norte,,22216.0,1076309827
São Miguel do Araguaia,Sao Miguel do Araguaia,-13.275,-50.1628,Brazil,BR,BRA,Goiás,,22283.0,1076063801
Mandirituba,Mandirituba,-25.7789,-49.3258,Brazil,BR,BRA,Paraná,,22220.0,1076772401
Conselheiro Pena,Conselheiro Pena,-19.1719,-41.4719,Brazil,BR,BRA,Minas Gerais,,22242.0,1076535135
Rio Formoso,Rio Formoso,-8.6639,-35.1589,Brazil,BR,BRA,Pernambuco,,22151.0,1076850628
Ladário,Ladario,-19.005,-57.6019,Brazil,BR,BRA,Mato Grosso do Sul,,22228.0,1076116467
Itamaracá,Itamaraca,-7.7478,-34.8258,Brazil,BR,BRA,Pernambuco,,21884.0,1076577014
Flores,Flores,-7.8658,-37.975,Brazil,BR,BRA,Pernambuco,,22169.0,1076955448
São Jerônimo,Sao Jeronimo,-29.9589,-51.7219,Brazil,BR,BRA,Rio Grande do Sul,,22134.0,1076728230
São Sebastião do Caí,Sao Sebastiao do Cai,-29.5869,-51.3758,Brazil,BR,BRA,Rio Grande do Sul,,21932.0,1076903891
Maravilha,Maravilha,-26.77,-53.2167,Brazil,BR,BRA,Santa Catarina,,22101.0,1076119350
Una,Una,-15.2928,-39.075,Brazil,BR,BRA,Bahia,,22105.0,1076665693
Cunha,Cunha,-23.0744,-44.9597,Brazil,BR,BRA,São Paulo,,22086.0,1076000535
Palmital,Palmital,-22.7889,-50.2175,Brazil,BR,BRA,São Paulo,,22094.0,1076414022
Paramirim,Paramirim,-13.4428,-42.2389,Brazil,BR,BRA,Bahia,,22077.0,1076772548
Bataguaçu,Bataguacu,-21.7139,-52.4219,Brazil,BR,BRA,Mato Grosso do Sul,,22084.0,1076342312
Tacaratu,Tacaratu,-9.1058,-38.15,Brazil,BR,BRA,Pernambuco,,22068.0,1076482640
Mazagão,Mazagao,-0.115,-51.2889,Brazil,BR,BRA,Amapá,,22053.0,1076090210
Poço Verde,Poco Verde,-10.7078,-38.1828,Brazil,BR,BRA,Sergipe,,21983.0,1076944490
Amaraji,Amaraji,-8.3758,-35.4522,Brazil,BR,BRA,Pernambuco,,21939.0,1076105357
Carutapera,Carutapera,-1.195,-46.02,Brazil,BR,BRA,Maranhão,,22006.0,1076275757
Coreaú,Coreau,-3.5328,-40.6569,Brazil,BR,BRA,Ceará,,21954.0,1076455548
Remígio,Remigio,-6.9028,-35.8339,Brazil,BR,BRA,Paraíba,,21859.0,1076104927
Caaporã,Caapora,-7.5158,-34.9078,Brazil,BR,BRA,Paraíba,,21955.0,1076003332
Matinha,Matinha,-3.1008,-45.0339,Brazil,BR,BRA,Maranhão,,21885.0,1076345021
Caxambu,Caxambu,-21.9769,-44.9328,Brazil,BR,BRA,Minas Gerais,,21705.0,1076000185
Colônia Leopoldina,Colonia Leopoldina,-8.9089,-35.725,Brazil,BR,BRA,Alagoas,,21818.0,1076490767
Uruçuca,Urucuca,-14.5928,-39.2839,Brazil,BR,BRA,Bahia,,21849.0,1076099811
Alcântara,Alcantara,-2.4089,-44.415,Brazil,BR,BRA,Maranhão,,21851.0,1076650057
Olho d’Água das Flores,Olho d'Agua das Flores,-9.5358,-37.2939,Brazil,BR,BRA,Alagoas,,21738.0,1076043896
Santa Teresa,Santa Teresa,-19.9358,-40.6,Brazil,BR,BRA,Espírito Santo,,21823.0,1076719847
Forquilha,Forquilha,-3.7978,-40.2608,Brazil,BR,BRA,Ceará,,21786.0,1076612158
Itajuípe,Itajuipe,-14.6778,-39.375,Brazil,BR,BRA,Bahia,,21754.0,1076492773
São Francisco de Paula,Sao Francisco de Paula,-29.4478,-50.5839,Brazil,BR,BRA,Rio Grande do Sul,,21801.0,1076280018
São Lourenço d’Oeste,Sao Lourenco d'Oeste,-26.3589,-52.8508,Brazil,BR,BRA,Santa Catarina,,21792.0,1076967132
Miguelópolis,Miguelopolis,-20.1794,-48.0319,Brazil,BR,BRA,São Paulo,,21728.0,1076327986
São Marcos,Sao Marcos,-28.9708,-51.0678,Brazil,BR,BRA,Rio Grande do Sul,,21658.0,1076872375
Cujubim,Cujubim,-9.3628,-62.5853,Brazil,BR,BRA,Rondônia,,21720.0,1076802495
São Felipe,Sao Felipe,-12.8469,-39.0889,Brazil,BR,BRA,Bahia,,21582.0,1076363237
Cassilândia,Cassilandia,-19.1128,-51.7339,Brazil,BR,BRA,Mato Grosso do Sul,,21685.0,1076404532
Nova Brasilândia d’Oeste,Nova Brasilandia d'Oeste,-11.7197,-62.3158,Brazil,BR,BRA,Rondônia,,21670.0,1076575922
Crisópolis,Crisopolis,-11.5108,-38.15,Brazil,BR,BRA,Bahia,,21617.0,1076853607
Pancas,Pancas,-19.225,-40.8508,Brazil,BR,BRA,Espírito Santo,,21548.0,1076691599
Buritirama,Buritirama,-10.7078,-43.6308,Brazil,BR,BRA,Bahia,,21549.0,1076008986
Porto Franco,Porto Franco,-6.3378,-47.3989,Brazil,BR,BRA,Maranhão,,21530.0,1076451922
Barro,Barro,-7.1769,-38.7819,Brazil,BR,BRA,Ceará,,21514.0,1076705196
Cajueiro,Cajueiro,-9.3967,-36.1536,Brazil,BR,BRA,Alagoas,,21526.0,1076808412
Manhumirim,Manhumirim,-20.3578,-41.9578,Brazil,BR,BRA,Minas Gerais,,21382.0,1076127364
Anori,Anori,-3.7728,-61.6442,Brazil,BR,BRA,Amazonas,,21477.0,1076651452
Orleães,Orleaes,-28.3589,-49.2908,Brazil,BR,BRA,Santa Catarina,,21393.0,1076528540
Orós,Oros,-6.2439,-38.9139,Brazil,BR,BRA,Ceará,,21384.0,1076430062
Pio XII,Pio XII,-3.8939,-45.17,Brazil,BR,BRA,Maranhão,,21379.0,1076588816
São João,Sao Joao,-8.8758,-36.3669,Brazil,BR,BRA,Pernambuco,,21312.0,1076391297
Itapecerica,Itapecerica,-20.4728,-45.1258,Brazil,BR,BRA,Minas Gerais,,21377.0,1076261582
Pompéia,Pompeia,-22.1089,-50.1719,Brazil,BR,BRA,São Paulo,,21375.0,1076663020
Silva Jardim,Silva Jardim,-22.6508,-42.3919,Brazil,BR,BRA,Rio de Janeiro,,21349.0,1076211429
Bananeiras,Bananeiras,-6.75,-35.6328,Brazil,BR,BRA,Paraíba,,21269.0,1076063648
Araripe,Araripe,-7.2128,-40.0458,Brazil,BR,BRA,Ceará,,21289.0,1076163103
Tanhaçu,Tanhacu,-14.0208,-41.2478,Brazil,BR,BRA,Bahia,,21282.0,1076735805
Monte Sião,Monte Siao,-22.4328,-46.5728,Brazil,BR,BRA,Minas Gerais,,21203.0,1076832513
Conceição de Macabu,Conceicao de Macabu,-22.085,-41.8678,Brazil,BR,BRA,Rio de Janeiro,,21211.0,1076769860
Bonito,Bonito,-21.1333,-56.4833,Brazil,BR,BRA,Mato Grosso do Sul,,21267.0,1076969524
Monte Santo de Minas,Monte Santo de Minas,-21.19,-46.98,Brazil,BR,BRA,Minas Gerais,,21234.0,1076791401
Lucélia,Lucelia,-21.7203,-51.0189,Brazil,BR,BRA,São Paulo,,21196.0,1076675967
Erval d’Oeste,Erval d'Oeste,-27.1939,-51.495,Brazil,BR,BRA,Santa Catarina,,21239.0,1076008886
Itororó,Itororo,-15.1169,-40.07,Brazil,BR,BRA,Bahia,,21178.0,1076665799
Peritoró,Peritoro,-4.3828,-44.3328,Brazil,BR,BRA,Maranhão,,21201.0,1076656373
Baixa Grande,Baixa Grande,-11.96,-40.1678,Brazil,BR,BRA,Bahia,,21197.0,1076238457
Loanda,Loanda,-22.9228,-53.1369,Brazil,BR,BRA,Paraná,,21201.0,1076974194
Maraú,Marau,-14.1028,-39.015,Brazil,BR,BRA,Bahia,,21175.0,1076616022
Bastos,Bastos,-21.9167,-50.7333,Brazil,BR,BRA,São Paulo,,21067.0,1076067823
Diamantino,Diamantino,-14.4089,-56.4458,Brazil,BR,BRA,Mato Grosso,,21180.0,1076901088
Taperoá,Taperoa,-13.5378,-39.0989,Brazil,BR,BRA,Bahia,,21091.0,1076531500
Camanducaia,Camanducaia,-22.755,-46.145,Brazil,BR,BRA,Minas Gerais,,21080.0,1076164831
Santo Anastácio,Santo Anastacio,-21.9769,-51.6519,Brazil,BR,BRA,São Paulo,,21044.0,1076929183
Pindobaçu,Pindobacu,-10.7428,-40.3628,Brazil,BR,BRA,Bahia,,21062.0,1076228908
Pontal do Paraná,Pontal do Parana,-25.5768,-48.3581,Brazil,BR,BRA,Paraná,,20920.0,1076438304
Lambari,Lambari,-21.9758,-45.35,Brazil,BR,BRA,Minas Gerais,,20907.0,1076960133
Madre de Deus,Madre de Deus,-12.7408,-38.6208,Brazil,BR,BRA,Bahia,,20348.0,1076769060
Pedra,Pedra,-8.5006,-36.9456,Brazil,BR,BRA,Pernambuco,,20944.0,1076436337
Guará,Guara,-20.4283,-47.8242,Brazil,BR,BRA,São Paulo,,20911.0,1076888362
São Vicente Ferrer,Sao Vicente Ferrer,-2.8939,-44.88,Brazil,BR,BRA,Maranhão,,20863.0,1076834299
Ubaitaba,Ubaitaba,-14.3128,-39.3228,Brazil,BR,BRA,Bahia,,20813.0,1076532739
Sêrro,Serro,-18.605,-43.3789,Brazil,BR,BRA,Minas Gerais,,20835.0,1076331667
Junqueirópolis,Junqueiropolis,-21.5147,-51.4336,Brazil,BR,BRA,São Paulo,,20831.0,1076673647
Capinzal,Capinzal,-27.3439,-51.6119,Brazil,BR,BRA,Santa Catarina,,20769.0,1076789641
Ceres,Ceres,-15.3078,-49.5978,Brazil,BR,BRA,Goiás,,20722.0,1076087042
Pacatu,Pacatu,-11.9578,-38.975,Brazil,BR,BRA,Bahia,,20754.0,1076255229
Tamandaré,Tamandare,-8.76,-35.105,Brazil,BR,BRA,Pernambuco,,20715.0,1076348637
Ubaíra,Ubaira,-13.2678,-39.6628,Brazil,BR,BRA,Bahia,,20782.0,1076435268
Monte Alegre,Monte Alegre,-6.0678,-35.3319,Brazil,BR,BRA,Rio Grande do Norte,,20685.0,1076839231
Medina,Medina,-16.2228,-41.4769,Brazil,BR,BRA,Minas Gerais,,20759.0,1076322819
Nova Granada,Nova Granada,-20.5339,-49.3139,Brazil,BR,BRA,São Paulo,,20717.0,1076239207
Morrinhos,Morrinhos,-3.2289,-40.125,Brazil,BR,BRA,Ceará,,20700.0,1076354699
Fonte Boa,Fonte Boa,-2.5139,-66.0917,Brazil,BR,BRA,Amazonas,,20742.0,1076851330
Bom Jesus,Bom Jesus,-18.215,-49.7419,Brazil,BR,BRA,Goiás,,20727.0,1076683582
Campestre,Campestre,-21.7108,-46.2458,Brazil,BR,BRA,Minas Gerais,,20686.0,1076284455
Monte Azul,Monte Azul,-15.1553,-42.8589,Brazil,BR,BRA,Minas Gerais,,20696.0,1076346009
Lagoa do Itaenga,Lagoa do Itaenga,-7.9358,-35.29,Brazil,BR,BRA,Pernambuco,,20659.0,1076975552
Miracema do Tocantins,Miracema do Tocantins,-9.5669,-48.3919,Brazil,BR,BRA,Tocantins,,20684.0,1076346229
São João de Pirabas,Sao Joao de Pirabas,-0.7689,-47.1739,Brazil,BR,BRA,Pará,,20647.0,1076536958
Alagoa Nova,Alagoa Nova,-7.0473,-35.754,Brazil,BR,BRA,Paraíba,,20500.0,1076318882
Encantado,Encantado,-29.2358,-51.87,Brazil,BR,BRA,Rio Grande do Sul,,20510.0,1076221232
Itanhém,Itanhem,-17.1658,-40.33,Brazil,BR,BRA,Bahia,,20611.0,1076490669
Coronel Vivida,Coronel Vivida,-25.98,-52.5678,Brazil,BR,BRA,Paraná,,20580.0,1076806010
Cordeiro,Cordeiro,-22.0289,-42.3608,Brazil,BR,BRA,Rio de Janeiro,,20430.0,1076177058
Salvaterra,Salvaterra,-0.7528,-48.5169,Brazil,BR,BRA,Pará,,20183.0,1076162949
Miracatu,Miracatu,-24.2808,-47.46,Brazil,BR,BRA,São Paulo,,20533.0,1076480292
Altônia,Altonia,-23.8739,-53.9019,Brazil,BR,BRA,Paraná,,20516.0,1076528546
Caracaraí,Caracarai,1.8158,-61.1278,Brazil,BR,BRA,Roraima,,20537.0,1076314585
Nova Xavantina,Nova Xavantina,-14.6728,-52.3528,Brazil,BR,BRA,Mato Grosso,,20519.0,1076345710
São Joaquim do Monte,Sao Joaquim do Monte,-8.4319,-35.8039,Brazil,BR,BRA,Pernambuco,,20488.0,1076649573
Muzambinho,Muzambinho,-21.3758,-46.5258,Brazil,BR,BRA,Minas Gerais,,20430.0,1076230022
Cantanhede,Cantanhede,-3.6328,-44.3769,Brazil,BR,BRA,Maranhão,,20448.0,1076238888
Canarana I,Canarana I,-13.55,-52.1658,Brazil,BR,BRA,Mato Grosso,,20461.0,1076002028
Mirador,Mirador,-6.3708,-44.3628,Brazil,BR,BRA,Maranhão,,20452.0,1076000972
Ibirubá,Ibiruba,-28.6278,-53.09,Brazil,BR,BRA,Rio Grande do Sul,,20413.0,1076502864
Carmo do Rio Claro,Carmo do Rio Claro,-20.9731,-46.1189,Brazil,BR,BRA,Minas Gerais,,20426.0,1076819558
Butiá,Butia,-30.12,-51.9619,Brazil,BR,BRA,Rio Grande do Sul,,20406.0,1076641089
Chã Grande,Cha Grande,-8.2378,-35.4619,Brazil,BR,BRA,Pernambuco,,20137.0,1076188673
Cruzeiro do Oeste,Cruzeiro do Oeste,-23.785,-53.0728,Brazil,BR,BRA,Paraná,,20416.0,1076303901
João Lisboa,Joao Lisboa,-5.4478,-47.4008,Brazil,BR,BRA,Maranhão,,20381.0,1076460589
Terenos,Terenos,-20.4419,-54.86,Brazil,BR,BRA,Mato Grosso do Sul,,20387.0,1076729588
Parelhas,Parelhas,-6.6878,-36.6578,Brazil,BR,BRA,Rio Grande do Norte,,20354.0,1076603835
Jandaia do Sul,Jandaia do Sul,-23.6028,-51.6428,Brazil,BR,BRA,Paraná,,20269.0,1076619857
Bequimão,Bequimao,-2.4489,-44.7828,Brazil,BR,BRA,Maranhão,,20344.0,1076416411
Nhamundá,Nhamunda,-2.1858,-56.7128,Brazil,BR,BRA,Amazonas,,20358.0,1076418792
Abaré,Abare,-8.7208,-39.115,Brazil,BR,BRA,Bahia,,20347.0,1076490247
São José de Piranhas,Sao Jose de Piranhas,-7.1208,-38.5019,Brazil,BR,BRA,Paraíba,,20329.0,1076773961
Cuité,Cuite,-6.485,-36.1569,Brazil,BR,BRA,Paraíba,,20325.0,1076189452
Valença do Piauí,Valenca do Piaui,-6.4078,-41.7458,Brazil,BR,BRA,Piauí,,20326.0,1076056568
Encruzilhada,Encruzilhada,-15.5308,-40.9089,Brazil,BR,BRA,Bahia,,20331.0,1076905505
Sátiro Dias,Satiro Dias,-11.6,-38.6,Brazil,BR,BRA,Bahia,,20320.0,1076994641
São José do Rio Preto,Sao Jose do Rio Preto,-22.1508,-42.9239,Brazil,BR,BRA,Rio de Janeiro,,20251.0,1076054685
Itaiópolis,Itaiopolis,-26.3358,-49.9058,Brazil,BR,BRA,Santa Catarina,,20301.0,1076429298
Urussanga,Urussanga,-28.5178,-49.3208,Brazil,BR,BRA,Santa Catarina,,20223.0,1076830411
Paraguaçu,Paraguacu,-21.5331,-45.7664,Brazil,BR,BRA,Minas Gerais,,20245.0,1076438228
Porto Real do Colégio,Porto Real do Colegio,-10.1858,-36.84,Brazil,BR,BRA,Alagoas,,20205.0,1076149221
Água Branca,Agua Branca,-9.2608,-37.9361,Brazil,BR,BRA,Alagoas,,20230.0,1076362239
Quissamã,Quissama,-22.1069,-41.4719,Brazil,BR,BRA,Rio de Janeiro,,20242.0,1076255718
Belém de São Francisco,Belem de Sao Francisco,-8.7578,-38.9639,Brazil,BR,BRA,Pernambuco,,20253.0,1076900718
Anicuns,Anicuns,-16.4608,-49.9619,Brazil,BR,BRA,Goiás,,20239.0,1076386139
Parnamirim,Parnamirim,-8.0908,-39.5778,Brazil,BR,BRA,Pernambuco,,20224.0,1076703866
Taquarana,Taquarana,-9.645,-36.4969,Brazil,BR,BRA,Alagoas,,20072.0,1076029137
Ivoti,Ivoti,-29.5908,-51.1608,Brazil,BR,BRA,Rio Grande do Sul,,19874.0,1076815528
São Luís Gonzaga do Maranhão,Sao Luis Gonzaga do Maranhao,-4.38,-44.67,Brazil,BR,BRA,Maranhão,,20153.0,1076739707
Perdões,Perdoes,-21.0908,-45.0908,Brazil,BR,BRA,Minas Gerais,,20087.0,1076957512
Uruçuí,Urucui,-7.2333,-44.55,Brazil,BR,BRA,Piauí,,20149.0,1076915022
Paraibano,Paraibano,-6.4328,-43.9839,Brazil,BR,BRA,Maranhão,,20103.0,1076424207
Araruna,Araruna,-6.5578,-35.7419,Brazil,BR,BRA,Paraíba,,20051.0,1076203959
Mairi,Mairi,-11.7108,-40.1489,Brazil,BR,BRA,Bahia,,20097.0,1076746756
Aquidabã,Aquidaba,-10.2833,-37.0333,Brazil,BR,BRA,Sergipe,,20056.0,1076336875
Anagé,Anage,-14.6119,-41.1358,Brazil,BR,BRA,Bahia,,20096.0,1076575935
Itarantim,Itarantim,-15.66,-40.0658,Brazil,BR,BRA,Bahia,,20091.0,1076145914
Guapiaçu,Guapiacu,-20.795,-49.22,Brazil,BR,BRA,São Paulo,,20037.0,1076397497
Carmo do Cajuru,Carmo do Cajuru,-20.1839,-44.7708,Brazil,BR,BRA,Minas Gerais,,20012.0,1076104600
Caridade,Caridade,-4.2319,-39.1928,Brazil,BR,BRA,Ceará,,20020.0,1076485540
Carira,Carira,-10.3581,-37.7008,Brazil,BR,BRA,Sergipe,,20007.0,1076945908
Canto do Buriti,Canto do Buriti,-8.11,-42.9439,Brazil,BR,BRA,Piauí,,20020.0,1076214871
Andirá,Andira,-23.0508,-50.2289,Brazil,BR,BRA,Paraná,,19926.0,1076197418
Uruburetama,Uruburetama,-3.625,-39.5078,Brazil,BR,BRA,Ceará,,19765.0,1076255613
Quatro Barras,Quatro Barras,-25.3658,-49.0769,Brazil,BR,BRA,Paraná,,19851.0,1076060644
São João Batista,Sao Joao Batista,-2.955,-44.8069,Brazil,BR,BRA,Maranhão,,19920.0,1076543208
Pradópolis,Pradopolis,-21.3594,-48.0656,Brazil,BR,BRA,São Paulo,,19814.0,1076557864
Major Isidoro,Major Isidoro,-9.5319,-36.985,Brazil,BR,BRA,Alagoas,,19864.0,1076827691
Castilho,Castilho,-20.8722,-51.4875,Brazil,BR,BRA,São Paulo,,19873.0,1076553673
Santo Amaro da Imperatriz,Santo Amaro da Imperatriz,-27.6878,-48.7789,Brazil,BR,BRA,Santa Catarina,,19823.0,1076813549
Cantagalo,Cantagalo,-21.9808,-42.3678,Brazil,BR,BRA,Rio de Janeiro,,19830.0,1076919346
Piratini,Piratini,-31.4478,-53.1039,Brazil,BR,BRA,Rio Grande do Sul,,19841.0,1076525146
Barroso,Barroso,-21.1869,-43.9758,Brazil,BR,BRA,Minas Gerais,,19599.0,1076577038
Alhandra,Alhandra,-7.3504,-34.9284,Brazil,BR,BRA,Paraíba,,19727.0,1076719161
Coaraci,Coaraci,-14.6408,-39.5508,Brazil,BR,BRA,Bahia,,19770.0,1076386969
Paulistana,Paulistana,-8.1439,-41.15,Brazil,BR,BRA,Piauí,,19785.0,1076742398
Mandaguaçu,Mandaguacu,-23.3469,-52.095,Brazil,BR,BRA,Paraná,,19781.0,1076000965
Alpinópolis,Alpinopolis,-20.8639,-46.3878,Brazil,BR,BRA,Minas Gerais,,19741.0,1076981643
Simonésia,Simonesia,-20.1239,-42.0008,Brazil,BR,BRA,Minas Gerais,,19736.0,1076773579
Itatinga,Itatinga,-23.1017,-48.6158,Brazil,BR,BRA,São Paulo,,19738.0,1076066003
Regente Feijó,Regente Feijo,-22.2208,-51.3028,Brazil,BR,BRA,São Paulo,,19733.0,1076508194
Vazante,Vazante,-17.9869,-46.9078,Brazil,BR,BRA,Minas Gerais,,19723.0,1076073984
Comodoro,Comodoro,-13.6593,-59.7941,Brazil,BR,BRA,Mato Grosso,,19702.0,1076826121
